Sequence_ID	Organism	Fwd_primer_name	Rev_primer_name	Specimen_voucher	Country	Note	Lat_Lon	Collection_date	Collected_by			
FISHCARD_miu_236.1	Taractes asper	MiFish Teleost	MiFish Teleost	#00-165	USA	NULL	"34.035N,121.57W"	7-Dec-2000	CD Parker			
FISHCARD_miu_237.1	Synchiropus atrilabiatus	MiFish Teleost	MiFish Teleost	#99-1	USA	San Diego: off Ocean Beach	"32.625N,117.3233W"	19-Jan-1999	"S Lagos & party, City of San Diego, Marine Biology"			
FISHCARD_miu_238.1	Caranx vinctus	MiFish Teleost	MiFish Teleost	#97-140	USA	San Diego Co.: San Diego Bay:  Emory Cove	"32.7667N,117.2167W"	12-Aug-1997	"M Irey, local fisherman"			
FISHCARD_miu_239.1	Selene brevoortii	MiFish Teleost	MiFish Teleost	#98-120	USA	San Diego Co.: South San Diego Bay	"32.7667N,117.2167W"	27-Dec-1997	"M Irey, commercial fisherman"			
FISHCARD_miu_240.1	Seriola dorsalis	MiFish Teleost	MiFish Teleost	#03-128	Mexico	San Martin Island	"30.4833N,116.1167W"	26-Sep-2003	"via J Hyde, SIO grad. student"			
FISHCARD_miu_241.1	Chaenopsis alepidota	MiFish Teleost	MiFish Teleost	#00-9	USA	Santa Catalina Island:  Empire Landing	"33.3833N,118.4W"	1-Apr-2000	"D Pondella & party, Occidental College"			
FISHCARD_miu_242.1	Chauliodus macouni	MiFish Teleost	MiFish Teleost	#93-299	USA	NULL	"36.1867N,121.915W"	20-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_243.1	Gibbonsia elegans	MiFish Teleost	MiFish Teleost	#02-24	USA	"San Diego Co.: La Jolla:  Scripps Coastal Reserve, Dike Rock"	"32.85N,117.25W"	25-Feb-2002	"M Craig, SIO"			
FISHCARD_miu_244.1	Heterostichus rostratus	MiFish Teleost	MiFish Teleost	#01-179	USA	San Diego Co.: Mission Bay: off Crown Point Mitigation Site	"32.7833N,117.25W"	27-Sep-2001	"M Craig & Joel Fodrie, SIO graduate students"			
FISHCARD_miu_245.1	Opisthonema libertate	MiFish Teleost	MiFish Teleost	#98-37	USA	San Diego Co.: Carlsbad in kelp bed	"33.1283N,117.34W"	21-Aug-1997	"M Shane & party, Hubbs-Sea World Res. Inst."			
FISHCARD_miu_246.1	Artedius corallinus	MiFish Teleost	MiFish Teleost	#01-124	USA	San Diego Co.: La Jolla:  off Children’s Pool	"32.85N,117.2667W"	7-Jul-2001	"M Craig, SIO"			
FISHCARD_miu_248.1	Artedius notospilotus	MiFish Teleost	MiFish Teleost	#04-2	USA	San Diego Co.: San Diego	"32.6833N,117.2333W"	7-Jan-2004	"M Craig & J Hyde, SIO grad. students"			
FISHCARD_miu_249.1	Chitonotus pugetensis	MiFish Teleost	MiFish Teleost	#02-26	USA	San Diego Co.: La Jolla:  Scripps Coastal Reserve	"32.8717N,117.255W"	28-Feb-2002	"M Craig & party, SIO"			
FISHCARD_miu_250.1	Clinocottus analis	MiFish Teleost	MiFish Teleost	#01-125	USA	"San Diego Co.: La Jolla:  SIO, at “Dike Rock”"	"32.8667N,117.25W"	10-Jul-2001	"M Craig, SIO"			
FISHCARD_miu_251.1	Icelinus burchami	MiFish Teleost	MiFish Teleost	#97-132	USA	off Cypress Point	"36.565N,121.995W"	14-Mar-1997	J Field			
FISHCARD_miu_252.1	Icelinus cavifrons	MiFish Teleost	MiFish Teleost	#04-33	USA	San Diego Co.: La Jolla Canyon	"32.8667N,117.2667W"	29-Mar-2004	"J Hyde, SIO grad. student"			
FISHCARD_miu_253.1	Icelinus filamentosus	MiFish Teleost	MiFish Teleost	#97-184	USA	NULL	"37.925N,123.455W"	28-Jun-1995	A Rocha & NMFS party			
FISHCARD_miu_254.1	Icelinus oculatus	MiFish Teleost	MiFish Teleost	#97-59	USA	NULL	"38.575N,123.695W"	1-Jul-1995	"A Rocha, SIO/NMFS"			
FISHCARD_miu_255.1	Leptocottus armatus	MiFish Teleost	MiFish Teleost	#01-199	USA	"Los Angeles: Los Angeles, Playa Vista, Ballona Creek"	"33.9667N,118.45W"	6-Sep-2001	"D Pondella, Occidental College"			
FISHCARD_miu_256.1	Orthonopias triacis	MiFish Teleost	MiFish Teleost	#03-166	USA	"Monterey Co.: Carmel,  Monastary Beach"	"36.55N,121.9167W"	24-Aug-2003	"J Hyde, SIO grad. student"			
FISHCARD_miu_257.1	Scorpaenichthys marmoratus	MiFish Teleost	MiFish Teleost	#03-70	USA	San Diego Co.: La Jolla Canyon	"32.85N,117.25W"	19-Jun-2003	"J Hyde, SIO grad. student"			
FISHCARD_miu_258.1	Careproctus melanurus	MiFish Teleost	MiFish Teleost	#95-2	USA	San Diego Co.: off Point Loma	"32.7367N,117.4033W"	4-Mar-1995	"R Rosenblatt & party, SIO"			
FISHCARD_miu_259.1	Liparis mucosus	MiFish Teleost	MiFish Teleost	#00-166	USA	"San Diego Co.: Point Loma, New Hope Rock"	"32.6833N,117.2333W"	10-Nov-2000	"C Gramlich, SDSU Biology Dept."			
FISHCARD_miu_260.1	Symphurus atricaudus	MiFish Teleost	MiFish Teleost	#02-19	USA	San Diego Co.: off Pacific Beach	"32.7783N,117.305W"	26-Mar-2002	"E Kisfaludy, SIO"			
FISHCARD_miu_261.1	Remora remora	MiFish Teleost	MiFish Teleost	#03-53	Mexico	removed from olive ridley turtle	"19.9167N,107W"	21-Jun-1905	"R Pitman, NMFS-La Jolla"			
FISHCARD_miu_262.1	Elops affinis	MiFish Teleost	MiFish Teleost	#98-168	Mexico	NULL	"30.2517N,114.1183W"	29-Apr-1997	NMFS Marine Mammal Div.			
FISHCARD_miu_263.1	Amphistichus rhodoterus	MiFish Teleost	MiFish Teleost	#03-43	USA	Klamath Co.: near Crescent City	"41.8333N,124.5333W"		"J Cabrall, fisherman [via RN Lea, Calif. D&G]"			
FISHCARD_miu_264.1	Embiotoca lateralis	MiFish Teleost	MiFish Teleost	#03-47	USA	Santa Barbara Co.: Goleta Point	"34.45N,119.8333W"	26-Apr-2003	"M Craig & party, SIO"			
FISHCARD_miu_265.1	Cymatogaster aggregata	MiFish Teleost	MiFish Teleost	#01-178	USA	San Diego Co.: Mission Bay: NW of Fiesta Island		27-Sep-2001	"M Craig & Joel Fodrie, SIO graduate students"			
FISHCARD_miu_266.1	Phanerodon atripes	MiFish Teleost	MiFish Teleost	#02-7	Mexico	"Islas San Benito, Benito del Este:  Tranquility Cove (NE end of island)"	"28.3167N,115.5833W"	9-Aug-2001	D Pondella & RN Lea			
FISHCARD_miu_267.1	Anchoa compressa	MiFish Teleost	MiFish Teleost	NA	NULL	NULL			NULL			
FISHCARD_miu_268.1	Anchoa delicatissima	MiFish Teleost	MiFish Teleost	#02-26	USA	San Diego Co.: La Jolla:  Scripps Coastal Reserve	"32.8717N,117.255W"	28-Feb-2002	"M Craig & party, SIO"			
FISHCARD_miu_269.1	Cheilopogon pinnatibarbatus	MiFish Teleost	MiFish Teleost	#87-166	USA	30 mi WSW of Point Loma; 30 mi	"32.6833N,117.2333W"	8-Nov-1987	"H Dorr, Mt Carmel High"			
FISHCARD_miu_270.1	Fundulus parvipinnis	MiFish Teleost	MiFish Teleost	#03-167	USA	San Diego Co.: Encinitas:  mouth of San Elijo Lagoon	"33.0133N,117.2617W"	19-Nov-2003	"J Fodrie & HJ Walker, SIO"			
FISHCARD_miu_271.1	Ruvettus pretiosus	MiFish Teleost	MiFish Teleost	#94-155	Mexico	NULL	"32.2717N,118.0733W"	5-Dec-1994	D Dodson			
FISHCARD_miu_272.1	Gigantactis vanhoeffeni	MiFish Teleost	MiFish Teleost	#99-97	USA	Gorda-Shelter Cove	"39.7733N,124.1817W"	14-Feb-1999	Rick & Tony			
FISHCARD_miu_273.1	Acanthogobius flavimanus	MiFish Teleost	MiFish Teleost	#03-78	USA	"San Diego Co.: Mission Bay, off Fiesta Island"	"32.7783N,117.2217W"	13-Jun-2003	"J Fodrie, SIO grad. student"			
FISHCARD_miu_275.1	Rhinogobiops nicholsii	MiFish Teleost	MiFish Teleost	#04-44	USA	San Diego Co.: La Jolla Cove	"32.85N,117.2667W"	7-May-2004	"J Hyde & B Erisman, SIO grad. students"			
FISHCARD_miu_276.1	Ctenogobius sagittula	MiFish Teleost	MiFish Teleost	#98-124	USA	San Diego Co.: Tijuana Estuary:  Oneonta Slough (N arm of estuary at seacoast)	"32.5833N,117.1333W"	18-Jun-1998	"G Williams, SDSU-PERL"			
FISHCARD_miu_277.1	Lethops connectens	MiFish Teleost	MiFish Teleost	#01-83	USA	San Diego Co.: La Jolla	"32.85N,117.2667W"	8-Jun-2001	"E Kisfaludy, SIO"			
FISHCARD_miu_278.1	Quietula y-cauda	MiFish Teleost	MiFish Teleost	#03-51	USA	San Diego Co.: San Diego Bay: near San Diego-Coronado Bay Bridge (Coronado side)	"32.69N,117.155W"	2-Jun-2003	"HJ Walker, SIO & T Wilson, NMFS-Seattle"			
FISHCARD_miu_279.1	Typhlogobius californiensis	MiFish Teleost	MiFish Teleost	#00-3	USA	San Diego Co.: La Jolla:  Bird Rock area; tidepools	"32.8667N,117.2667W"	2-Mar-2000	"R McConnaughey, R Rosenblatt, HJ Walker, C Klepadlo & party, SIO"			
FISHCARD_miu_280.1	Cyclothone acclinidens	MiFish Teleost	MiFish Teleost	#02-47	NULL	Tonga Trench	"23.3233S,174.8867W"	22-Oct-2001	"A Yayanos & party, SIO"			
FISHCARD_miu_281.1	Cyclothone pseudopallida	MiFish Teleost	MiFish Teleost	#02-47	NULL	Tonga Trench	"23.3233S,174.8867W"	22-Oct-2001	"A Yayanos & party, SIO"			
FISHCARD_miu_282.1	Anisotremus davidsonii	MiFish Teleost	MiFish Teleost	#01-178	USA	San Diego Co.: Mission Bay: NW of Fiesta Island	"32.7833N,117.25W"	27-Sep-2001	"M Craig & Joel Fodrie, SIO graduate students"			
FISHCARD_miu_283.1	Brachygenys californiensis	MiFish Teleost	MiFish Teleost	#02-1	Mexico	Isla Calaveras (near Bahia de Los Angeles)	"29N,113.5W"	1-Nov-2001	D Talley			
FISHCARD_miu_284.1	Hexagrammos decagrammus	MiFish Teleost	MiFish Teleost	#01-113	USA	"Monterey Co.: Monterey, off Asilomar"	"36.75N,121.9167W"	16-May-2001	"received from RN Lea, Calif. Fish & Game"			
FISHCARD_miu_285.1	Oxylebius pictus	MiFish Teleost	MiFish Teleost	#01-193	USA	Santa Barbara Channel: off El Capitan State Beach	"34.3933N,120.1583W"	14-Aug-2001	"[via RN Lea, Calif. Fish & Game]"			
FISHCARD_miu_286.1	Idiacanthus antrostomus	MiFish Teleost	MiFish Teleost	#93-297	USA	NULL	"37.0433N,123.4583W"	19-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_287.1	Istiophorus platypterus	MiFish Teleost	MiFish Teleost	#95-6	Mexico	off Baja California Sur	"23.95N,113.5167W"	15-Jun-1905	"R Pitman, NMFS"			
FISHCARD_miu_288.1	Tetrapturus angustirostris	MiFish Teleost	MiFish Teleost	NA	NULL	NULL			NULL			
FISHCARD_miu_289.1	Girella nigricans	MiFish Teleost	MiFish Teleost	#01-125	USA	"San Diego Co.: La Jolla:  SIO, at “Dike Rock”"	"32.8667N,117.25W"	10-Jul-2001	"M Craig, SIO"			
FISHCARD_miu_290.1	Kyphosus azureus	MiFish Teleost	MiFish Teleost	#01-199	USA	"Los Angeles: Los Angeles, Playa Vista, Ballona Creek"		6-Jun-2001	"D Pondella, Occidental College"			
FISHCARD_miu_291.1	Medialuna californiensis	MiFish Teleost	MiFish Teleost	#01-197	USA	"Santa Catalina Island, west cove"	"33.3833N,118.4W"	22-Aug-2001	"D Pondella, Occidental College"			
FISHCARD_miu_292.1	Halichoeres californica	MiFish Teleost	MiFish Teleost	#03-156	USA	San Diego Co.: La Jolla	"32.85N,117.2667W"	27-Oct-2003	"J Hyde, SIO grad. student"			
FISHCARD_miu_293.1	Bodianus pulcher	MiFish Teleost	MiFish Teleost	NA	NULL	NULL			NULL			
FISHCARD_miu_294.1	Alloclinus holderi	MiFish Teleost	MiFish Teleost	#04-44	USA	San Diego Co.: La Jolla Cove	"32.85N,117.2667W"	7-May-2004	"J Hyde & B Erisman, SIO grad. students"			
FISHCARD_miu_295.1	Lobotes pacificus	MiFish Teleost	MiFish Teleost	#98-170	USA	San Diego Co.: South San Diego Bay (SDG&E Power Plant)	"32.7667N,117.2167W"	1-Jan-1998	"M Irey, commercial fisherman"			
FISHCARD_miu_296.1	Lophiodes caulinaris	MiFish Teleost	MiFish Teleost	#01-122	USA	between San Francisco and Monterey Bay	"37N,122W"	22-Mar-2001	"via RN Lea, Calif. Fish & Game"			
FISHCARD_miu_297.1	Lophiodes spilurus	MiFish Teleost	MiFish Teleost	#01-114	USA	NULL		28-May-2001	"Manuel A. (?) - via RN Lea, Calif. Fish & Game"			
FISHCARD_miu_298.1	Lophotus lacepede	MiFish Teleost	MiFish Teleost	#00-121	USA	San Luis Obispo Co.: Morro Bay	"35.0833N,121W"	17-Nov-1995	NULL			
FISHCARD_miu_299.1	Lutjanus argentiventris	MiFish Teleost	MiFish Teleost	#03-163	Mexico	Bahia de Los Angeles: Campo Archelon	"29N,113.5W"	13-Sep-2003	"J Hyde, SIO grad. student"			
FISHCARD_miu_300.1	Coryphaenoides filifer	MiFish Teleost	MiFish Teleost	#02-70	NULL	off coast of Oregon	"42.4267N,125.1983W"	24-Jul-1999	"C Goldfinger, OSU"			
FISHCARD_miu_301.1	Caulolatilus princeps	MiFish Teleost	MiFish Teleost	#03-155	USA	San Diego Co.: La Jolla	"32.85N,117.2667W"	16-Oct-2003	"J Hyde, SIO grad. student"			
FISHCARD_miu_302.1	Aristostomias scintillans	MiFish Teleost	MiFish Teleost	#93-298	USA	NULL	"36.7733N,122.58W"	20-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_303.1	Halargyreus johnsonii	MiFish Teleost	MiFish Teleost	#96-66	USA	Eureka Co.: between Trinidad Head & just N of Eureka	"40.8N,124.1667W"	28-Mar-1995	"A Cody, fisherman & RN Lea, Calif. Fish & Game"			
FISHCARD_miu_304.1	Pseudupeneus grandisquamis	MiFish Teleost	MiFish Teleost	#98-121	USA	San Diego Co.: kelp bed off Carlsbad	"33.0833N,117.3W"	24-Aug-1998	"M Shane, Hubbs-Sea World Res. Inst."			
FISHCARD_miu_305.1	Lampadena urophaos	MiFish Teleost	MiFish Teleost	#93-298	USA	NULL	"36.7733N,122.58W"	20-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_306.1	Lampanyctus tenuiformis	MiFish Teleost	MiFish Teleost	#93-298	USA	NULL	"36.7733N,122.58W"	20-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_307.1	Nannobrachium ritteri	MiFish Teleost	MiFish Teleost	#97-185	USA	NULL	"38.57N,123.635W"	1-Jul-1995	A Rocha & NMFS party			
FISHCARD_miu_308.1	Notolychnus valdiviae	MiFish Teleost	MiFish Teleost	#02-47	NULL	Tonga Trench	"23.3233S,174.8867W"	22-Oct-2001	"A Yayanos & party, SIO"			
FISHCARD_miu_309.1	Symbolophorus californiensis	MiFish Teleost	MiFish Teleost	#93-298	USA	NULL	"36.7733N,122.58W"	20-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_310.1	Symbolophorus evermanni	MiFish Teleost	MiFish Teleost	#02-47	NULL	Tonga Trench	"23.3233S,174.8867W"	22-Oct-2001	"A Yayanos & party, SIO"			
FISHCARD_miu_311.1	Taaningichthys bathyphilus	MiFish Teleost	MiFish Teleost	#02-47	NULL	Tonga Trench	"23.3233S,174.8867W"	22-Oct-2001	"A Yayanos & party, SIO"			
FISHCARD_miu_312.1	Triphoturus mexicanus	MiFish Teleost	MiFish Teleost	#93-300	Mexico	off Baja CA Norte	"32.2733N,119.43W"	21-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_313.1	Myliobatis californica	MiFish Teleost	MiFish Teleost	#01-181	USA	San Diego Co.: off Del Mar Fairgrounds	"32.9767N,117.2733W"	5-Oct-2001	"M Craig & J Fodrie, SIO grad. students"			
FISHCARD_miu_314.1	Eptatretus stoutii	MiFish Teleost	MiFish Teleost	#95-2	USA	San Diego Co.: off Point Loma	"32.7367N,117.4033W"	4-Mar-1995	"R Rosenblatt & party, SIO"			
FISHCARD_miu_315.1	Avocettina infans	MiFish Teleost	MiFish Teleost	#93-300	Mexico	off Baja CA Norte	"32.2733N,119.43W"	21-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_316.1	Nemichthys scolopaceus	MiFish Teleost	MiFish Teleost	#93-299	USA	NULL	"36.1867N,121.915W"	20-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_317.1	Facciolella gilbertii	MiFish Teleost	MiFish Teleost	#95-2	USA	San Diego Co.: off Point Loma	"32.7367N,117.4033W"	4-Mar-1995	"R Rosenblatt & party, SIO"			
FISHCARD_miu_318.1	Cubiceps baxteri	MiFish Teleost	MiFish Teleost	#98-26	NULL	East Sulu Sea	"9N,122E"	1-Aug-1995	"W Perrin, NMFS & L Dolar, SIO"			
FISHCARD_miu_319.1	Psenes pellucidus	MiFish Teleost	MiFish Teleost	#98-26	NULL	East Sulu Sea	"9N,122E"	1-Aug-1995	"W Perrin, NMFS & L Dolar, SIO"			
FISHCARD_miu_320.1	Scopelosaurus harryi	MiFish Teleost	MiFish Teleost	#93-298	USA	NULL	"36.7733N,122.58W"	20-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_321.1	Myrophis vafer	MiFish Teleost	MiFish Teleost	#99-50	USA	San Diego Co.: Mission Bay: Northern Wildlife Preserve	"32.7833N,117.25W"	24-Apr-1999	"D Talley, SIO grad. student"			
FISHCARD_miu_322.1	Ophichthus zophochir	MiFish Teleost	MiFish Teleost	#02-93	USA	Orange Co.: upper Newport Bay:  Shellmaker Island	"33.6167N,117.9333W"	18-Aug-2001	"PA Gregory, Calif. Fish & Game"			
FISHCARD_miu_323.1	Lactoria diaphana	MiFish Teleost	MiFish Teleost	#03-89	Mexico	Hurricane Bank; from stomach of wahoo		1-Oct-2002	"B Schneider, sports fisherman"			
FISHCARD_miu_324.1	Lestidiops ringens	MiFish Teleost	MiFish Teleost	#93-297	USA	NULL	"37.0433N,123.4583W"	19-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_325.1	Macroparalepis johnfitchi	MiFish Teleost	MiFish Teleost	#94-266	USA	NULL	"32.6717N,117.735W"	20-Apr-1994	"D Ambrose, NMFS-La Jolla"			
FISHCARD_miu_326.1	Magnisudis atlantica	MiFish Teleost	MiFish Teleost	#03-122	USA	from stomach of mako		23-Sep-2003	"C Sepulveda, SIO grad. student"			
FISHCARD_miu_327.1	Stemonosudis macrura	MiFish Teleost	MiFish Teleost	#93-298	USA	NULL	"36.7733N,122.58W"	20-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_328.1	Citharichthys sordidus	MiFish Teleost	MiFish Teleost	#02-19	USA	San Diego Co.: off Pacific Beach	"32.7783N,117.305W"	26-Mar-2002	"E Kisfaludy, SIO"			
FISHCARD_miu_329.1	Citharichthys stigmaeus	MiFish Teleost	MiFish Teleost	#01-180	USA	"San Diego Co.: La Jolla, off Black’s Beach"	"32.8667N,117.25W"	5-Oct-2001	"M Craig & J Fodrie, SIO grad. students"			
FISHCARD_miu_330.1	Citharichthys xanthostigma	MiFish Teleost	MiFish Teleost	#02-19	USA	San Diego Co.: off Pacific Beach	"32.7783N,117.305W"	26-Mar-2002	"E Kisfaludy, SIO"			
FISHCARD_miu_331.1	Paralichthys californicus	MiFish Teleost	MiFish Teleost	#03-51	USA	San Diego Co.: San Diego Bay: near San Diego-Coronado Bay Bridge (Coronado side)	"32.69N,117.155W"	2-Jun-2003	"HJ Walker, SIO & T Wilson, NMFS-Seattle"			
FISHCARD_miu_332.1	Xystreurys liolepis	MiFish Teleost	MiFish Teleost	#02-71	USA	San Diego Co.: La Jolla:  near SIO	"32.8667N,117.25W"	18-Jun-2002	"M Craig, J Fodrie & M Newman, SIO grad. students"			
FISHCARD_miu_333.1	Pentaceros wheeleri	MiFish Teleost	MiFish Teleost	#01-108	USA	ca 20 nm WNW of Davenport	"37.0683N,122.57W"	28-Jun-2000	"received from RN Lea, Calif. Fish & Game"			
FISHCARD_miu_334.1	Pholis ornata	MiFish Teleost	MiFish Teleost	#02-131	USA	San Francisco Co.: San Francisco Bay:  off Hunter’s Point	"37.73N,122.3783W"	11-Dec-2001	Calif. Fish & Game (via RN Lea)			
FISHCARD_miu_335.1	Sagamichthys abei	MiFish Teleost	MiFish Teleost	#93-298	USA	NULL	"36.7733N,122.58W"	20-Nov-1993	"P Smith & party, NMFS"			
FISHCARD_miu_336.1	Clidoderma asperrimum	MiFish Teleost	MiFish Teleost	#04-76	USA	Port San Luis	"36.2333N,126.4833W"		"via RN Lea, Calif. Fish & Game"			
FISHCARD_miu_337.1	Embassichthys bathybius	MiFish Teleost	MiFish Teleost	#97-185	USA	NULL	"38.57N,123.635W"	1-Jul-1995	A Rocha & NMFS party			
FISHCARD_miu_338.1	Hippoglossoides elassodon	MiFish Teleost	MiFish Teleost	NA	NULL	NULL			NULL			
FISHCARD_miu_339.1	Pleuronichthys decurrens	MiFish Teleost	MiFish Teleost	#02-71	USA	San Diego Co.: La Jolla:  near SIO	"32.8667N,117.25W"	18-Jun-2002	"M Craig, J Fodrie & M Newman, SIO grad. students"			
FISHCARD_miu_340.1	Pleuronichthys ritteri	MiFish Teleost	MiFish Teleost	#01-178	USA	San Diego Co.: Mission Bay: NW of Fiesta Island	"32.7833N,117.25W"	27-Sep-2001	"M Craig & Joel Fodrie, SIO graduate students"			
FISHCARD_miu_341.1	Pleuronichthys verticalis	MiFish Teleost	MiFish Teleost	#02-25	USA	San Diego Co.: La Jolla:  Scripps Coastal Reserve	"32.8683N,117.2567W"	28-Feb-2002	"M Craig & J Fodrie, SIO"			
FISHCARD_miu_342.1	Polydactylus approximans	MiFish Teleost	MiFish Teleost	#98-176	USA	San Diego Co.: South San Diego Bay	"32.7667N,117.2167W"	10-Mar-1998	"M Irey, commercial fisherman"			
FISHCARD_miu_343.1	Stereolepis gigas	MiFish Teleost	MiFish Teleost	#03-74	USA	NULL		25-Apr-2003	"D Pondella, Occidental College"			
FISHCARD_miu_344.1	Pomacanthus zonipectus	MiFish Teleost	MiFish Teleost	NA	NULL	NULL			NULL			
FISHCARD_miu_345.1	Azurina hirundo	MiFish Teleost	MiFish Teleost	#02-7	Mexico	"Islas San Benito, Benito del Este:  Tranquility Cove (NE end of island)"	"28.3167N,115.5833W"	9-Aug-2001	D Pondella & RN Lea			
FISHCARD_miu_346.1	Chromis alta	MiFish Teleost	MiFish Teleost	#02-7	Mexico	"Islas San Benito, Benito del Este:  Tranquility Cove (NE end of island)"	"28.3167N,115.5833W"	9-Aug-2001	D Pondella & RN Lea			
FISHCARD_miu_347.1	Chromis punctipinnis	MiFish Teleost	MiFish Teleost	#04-44	USA	San Diego Co.: La Jolla Cove	"32.85N,117.2667W"	7-May-2004	"J Hyde & B Erisman, SIO grad. students"			
FISHCARD_miu_348.1	Pristigenys serrula	MiFish Teleost	MiFish Teleost	#94-142	USA	San Diego Co.: off La Jolla Cove	"32.85N,117.2667W"	2-Oct-1994	local fisherman via B Steele			
FISHCARD_miu_349.1	Psychrolutes phrictus	MiFish Teleost	MiFish Teleost	#00-61	USA	NULL		15-Dec-1999	NULL			
FISHCARD_miu_350.1	Regalecus glesne	MiFish Teleost	MiFish Teleost	#97-226	USA	ca 17 miles W of Point Loma	"32.6833N,117.25W"	26-Oct-1997	commercial gill net fisherman			
FISHCARD_miu_351.1	Rhamphocottus richardsonii	MiFish Teleost	MiFish Teleost	#01-79	USA	Monterey Co.: off Point Sur	"36.3N,121.9W"	1-Jul-1999	"via RN Lea, Calif. Fish & Game"			
FISHCARD_miu_352.1	Cheilotrema saturnum	MiFish Teleost	MiFish Teleost	#03-165	USA	San Diego Co.: La Jolla	"32.85N,117.2667W"	28-Jul-2003	"J Hyde, SIO grad. student"			
FISHCARD_miu_353.1	Cynoscion parvipinnis	MiFish Teleost	MiFish Teleost	#97-143	USA	San Diego Co.: San Diego Bay	"32.7667N,117.2167W"	7-Feb-1997	"M Irey, local fisherman"			
FISHCARD_miu_354.1	Menticirrhus undulatus	MiFish Teleost	MiFish Teleost	#01-181	USA	San Diego Co.: off Del Mar Fairgrounds	"32.9767N,117.2733W"	5-Oct-2001	"M Craig & J Fodrie, SIO grad. students"			
FISHCARD_miu_355.1	Seriphus politus	MiFish Teleost	MiFish Teleost	#02-25	USA	San Diego Co.: La Jolla:  Scripps Coastal Reserve	"32.8683N,117.2567W"	28-Feb-2002	"M Craig & J Fodrie, SIO"			
FISHCARD_miu_356.1	Umbrina roncador	MiFish Teleost	MiFish Teleost	#01-178	USA	San Diego Co.: Mission Bay: NW of Fiesta Island	"32.7833N,117.25W"	27-Sep-2001	"M Craig & Joel Fodrie, SIO graduate students"			
FISHCARD_miu_357.1	Allothunnus fallai	MiFish Teleost	MiFish Teleost	#97-117	NULL	[no locality data]		12-Jun-1996	"gift:  J Graham, SIO"			
FISHCARD_miu_358.1	Scomberomorus sierra	MiFish Teleost	MiFish Teleost	#98-171	USA	San Diego Co.: off Carlsbad	"33.1333N,117.3433W"	24-Aug-1998	"M Shane, Hubbs-Sea World Res. Inst."			
FISHCARD_miu_359.1	Thunnus albacares	MiFish Teleost	MiFish Teleost	#03-127	Mexico	Alijos Rocks: Butterfly Bank	"24.95N,115.75W"	27-Sep-2003	"via J Hyde, SIO grad. student"			
FISHCARD_miu_360.1	Scorpaena guttata	MiFish Teleost	MiFish Teleost	#01-198	USA	Los Angeles Co.: Playa Vista	"33.85N,118.3833W"	3-Sep-2001	"D Pondella, Occidental College"			
FISHCARD_miu_361.1	Scorpaenodes xyris	MiFish Teleost	MiFish Teleost	#02-81	Ecuador	Isla Tortuga (Brattle Island):  off Villamil	"1.0167S,90.8667W"	11-Jan-2002	"J McCosker, CAS & J Stephens, Occidental College"			
FISHCARD_miu_362.1	Hemanthias signifer	MiFish Teleost	MiFish Teleost	#03-117	Mexico	Bahia de Los Angeles		12-Sep-2003	"J Hyde, SIO grad. student"			
FISHCARD_miu_363.1	Mycteroperca xenarcha	MiFish Teleost	MiFish Teleost	NA	USA	NULL			NULL			
FISHCARD_miu_364.1	Paralabrax auroguttatus	MiFish Teleost	MiFish Teleost	#64-235	USA	(various marine fishes)			NULL			
FISHCARD_miu_365.1	Paralabrax clathratus	MiFish Teleost	MiFish Teleost	#01-179	USA	San Diego Co.: Mission Bay: off Crown Point Mitigation Site	"32.7833N,117.25W"	27-Sep-2001	"M Craig & Joel Fodrie, SIO graduate students"			
FISHCARD_miu_366.1	Paralabrax maculatofasciatus	MiFish Teleost	MiFish Teleost	#98-34	Mexico	Bahia de Los Angeles	"29N,113.5W"	25-Mar-1998	H Khim & P Ajtai			
FISHCARD_miu_367.1	Sphyraena ensis	MiFish Teleost	MiFish Teleost	#98-36	USA	San Diego Co.: Oceanside in kelp bed	"33.2933N,117.4933W"	20-Oct-1997	"M Shane & party, Hubbs-Sea World Res. Inst."			
FISHCARD_miu_368.1	Sphyrna lewini	MiFish Teleost	MiFish Teleost	#98-39	USA	San Diego Co.: San Diego Bay	"32.7667N,117.2167W"	6-Oct-1997	"M Shane & party, Hubbs-Sea World Res. Inst."			
FISHCARD_miu_369.1	Argyropelecus sladeni	MiFish Teleost	MiFish Teleost	#93-298	USA	NULL	"36.7733N,122.58W"	20-Nov-1993	"P Smith & party, NMFS"			
