Oct2019_seq_number	X12S_Oct2019_LSC.B.1.S22.L001	X12S_Oct2019_PP.B.1.S4.L001	X12S_Oct2019_PedRF.B.1.S13.L001	sum taxonomy
forward_12S_Oct2019_931	0	1	0	
forward_12S_Oct2019_932	0	1	0	
forward_12S_Oct2019_933	0	1	0	
forward_12S_Oct2019_934	0	1	0	
forward_12S_Oct2019_935	0	1	0	
forward_12S_Oct2019_936	0	1	0	
forward_12S_Oct2019_937	0	1	0	
forward_12S_Oct2019_938	0	1	0	
forward_12S_Oct2019_939	0	1	0	
forward_12S_Oct2019_940	0	1	0	
forward_12S_Oct2019_941	0	1	0	
forward_12S_Oct2019_942	0	1	0	
forward_12S_Oct2019_943	0	1	0	
forward_12S_Oct2019_944	0	1	0	
forward_12S_Oct2019_945	0	1	0	
forward_12S_Oct2019_946	0	1	0	
forward_12S_Oct2019_947	0	1	0	
forward_12S_Oct2019_948	0	1	0	
forward_12S_Oct2019_949	0	1	0	
forward_12S_Oct2019_950	0	1	0	
forward_12S_Oct2019_951	0	1	0	
forward_12S_Oct2019_952	0	1	0	
forward_12S_Oct2019_953	0	1	0	
forward_12S_Oct2019_954	0	1	0	
forward_12S_Oct2019_955	0	1	0	
forward_12S_Oct2019_956	0	1	0	
forward_12S_Oct2019_957	0	1	0	
forward_12S_Oct2019_958	0	1	0	
forward_12S_Oct2019_959	0	1	0	
forward_12S_Oct2019_960	0	1	0	
forward_12S_Oct2019_961	0	1	0	
forward_12S_Oct2019_962	0	1	0	
forward_12S_Oct2019_963	0	1	0	
forward_12S_Oct2019_964	0	1	0	
forward_12S_Oct2019_965	0	1	0	
forward_12S_Oct2019_966	0	1	0	
forward_12S_Oct2019_967	0	1	0	
forward_12S_Oct2019_968	0	1	0	
forward_12S_Oct2019_969	0	1	0	
forward_12S_Oct2019_970	0	1	0	
forward_12S_Oct2019_971	0	1	0	
forward_12S_Oct2019_972	0	1	0	
forward_12S_Oct2019_973	0	1	0	
forward_12S_Oct2019_974	0	1	0	
forward_12S_Oct2019_975	0	1	0	
forward_12S_Oct2019_976	0	1	0	
forward_12S_Oct2019_977	0	1	0	
forward_12S_Oct2019_978	0	1	0	
forward_12S_Oct2019_979	0	1	0	
forward_12S_Oct2019_980	0	1	0	
forward_12S_Oct2019_981	0	1	0	
forward_12S_Oct2019_982	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_983	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_984	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_985	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_986	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_987	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_988	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_989	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
forward_12S_Oct2019_990	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_991	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi
forward_12S_Oct2019_992	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_993	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_994	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_995	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;;;
forward_12S_Oct2019_996	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_997	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_998	0	1	0	
forward_12S_Oct2019_999	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1000	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1001	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1002	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1003	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1004	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1005	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1006	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1007	0	1	0	
forward_12S_Oct2019_1008	0	1	0	
forward_12S_Oct2019_1009	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1010	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1011	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1012	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1013	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_12S_Oct2019_1014	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_12S_Oct2019_1015	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1016	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1017	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1018	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1019	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_12S_Oct2019_1020	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1021	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1022	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1023	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1024	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1025	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1026	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1027	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1028	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1029	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1030	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1031	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1032	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1033	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1034	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1035	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1036	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1037	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1038	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1039	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1040	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1041	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1042	0	1	0	
forward_12S_Oct2019_1043	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1044	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1045	0	1	0	
forward_12S_Oct2019_1046	0	1	0	
forward_12S_Oct2019_1047	0	1	0	
forward_12S_Oct2019_1048	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1049	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1050	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1051	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1052	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1053	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1054	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1055	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1056	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1057	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1058	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1059	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1060	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1061	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1062	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1063	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
forward_12S_Oct2019_1064	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1065	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1066	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1067	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1068	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1069	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1070	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1071	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1072	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1073	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1074	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
forward_12S_Oct2019_1075	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1076	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1077	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1078	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1079	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1080	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1081	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1082	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1083	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1084	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1085	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella tricuspidata
forward_12S_Oct2019_1086	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;;;
forward_12S_Oct2019_1087	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;;;
forward_12S_Oct2019_1088	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1089	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1090	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Microcanthus;Microcanthus strigatus
forward_12S_Oct2019_1091	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1092	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1093	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1094	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1095	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1096	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1097	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1098	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1099	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1100	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_12S_Oct2019_1101	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1102	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1103	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi
forward_12S_Oct2019_1104	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1105	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1106	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1107	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;;;
forward_12S_Oct2019_1108	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1109	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1110	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1111	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1112	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1113	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1114	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1115	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1116	0	1	0	
forward_12S_Oct2019_1117	0	1	0	
forward_12S_Oct2019_1118	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1119	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1120	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1121	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi
forward_12S_Oct2019_1122	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1123	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1124	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1125	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1126	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1127	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1128	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1129	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi
forward_12S_Oct2019_1130	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi
forward_12S_Oct2019_1131	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1132	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1133	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi
forward_12S_Oct2019_1134	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus woodwardi
forward_12S_Oct2019_1135	0	1	0	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus argentimaculatus
forward_12S_Oct2019_1136	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1137	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1138	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1139	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1140	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1141	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1142	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1143	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1144	0	1	0	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;
forward_12S_Oct2019_1145	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1146	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1147	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1148	0	1	0	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus argentimaculatus
forward_12S_Oct2019_1149	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1150	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1151	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1152	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1153	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1154	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1155	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1156	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1157	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1158	0	1	0	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombropidae;Scombrops;Scombrops sp. SI-2017
forward_12S_Oct2019_1159	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_1160	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_1161	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_1162	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_1163	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_1164	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_1165	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_12S_Oct2019_1166	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1167	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1168	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_Oct2019_1169	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1170	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_12S_Oct2019_1171	0	1	0	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
forward_12S_Oct2019_1172	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1173	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1174	0	1	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_12S_Oct2019_1175	0	1	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_12S_Oct2019_1176	0	1	0	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Xystreurys;Xystreurys liolepis
forward_12S_Oct2019_1177	0	1	0	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;
forward_12S_Oct2019_1178	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1179	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1180	0	1	0	
forward_12S_Oct2019_1181	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1182	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1183	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1184	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1185	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1186	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1187	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1188	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1189	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1190	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1191	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1192	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1193	0	1	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_Oct2019_1194	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
forward_12S_Oct2019_1195	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1196	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1197	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1198	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1199	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1200	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1201	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1202	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_12S_Oct2019_1203	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
