Oct2019_seq_number	X12S_Oct2019_LSC.B.1.S22.L001	X12S_Oct2019_PP.B.1.S4.L001	X12S_Oct2019_PedRF.B.1.S13.L001	sum taxonomy
reverse_12S_Oct2019_66	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_67	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;
reverse_12S_Oct2019_68	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
reverse_12S_Oct2019_69	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
reverse_12S_Oct2019_70	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
reverse_12S_Oct2019_71	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
reverse_12S_Oct2019_72	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena africana
reverse_12S_Oct2019_73	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena helleri
reverse_12S_Oct2019_74	1	0	0	
reverse_12S_Oct2019_75	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_76	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_77	1	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;
reverse_12S_Oct2019_78	1	0	0	
reverse_12S_Oct2019_79	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_12S_Oct2019_80	1	0	0	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
reverse_12S_Oct2019_81	1	0	0	
reverse_12S_Oct2019_82	1	0	0	Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Chromis;Chromis punctipinnis
reverse_12S_Oct2019_83	1	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;;;
reverse_12S_Oct2019_84	1	0	0	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Dipterygonotus;Dipterygonotus balteatus
reverse_12S_Oct2019_85	0	1	0	
reverse_12S_Oct2019_86	0	1	0	
reverse_12S_Oct2019_87	0	1	0	
reverse_12S_Oct2019_88	0	1	0	
reverse_12S_Oct2019_89	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
reverse_12S_Oct2019_90	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
reverse_12S_Oct2019_91	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
reverse_12S_Oct2019_92	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
reverse_12S_Oct2019_93	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
reverse_12S_Oct2019_94	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella simplicidens
reverse_12S_Oct2019_95	0	1	0	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
reverse_12S_Oct2019_96	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_12S_Oct2019_97	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_98	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_99	0	1	0	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_100	0	1	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chrysiptera;Chrysiptera rex
reverse_12S_Oct2019_101	0	1	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus
reverse_12S_Oct2019_102	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
reverse_12S_Oct2019_103	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
reverse_12S_Oct2019_104	0	0	1	
reverse_12S_Oct2019_105	0	0	1	
reverse_12S_Oct2019_106	0	0	1	
reverse_12S_Oct2019_107	0	0	1	
reverse_12S_Oct2019_108	0	0	1	
reverse_12S_Oct2019_109	0	0	1	
reverse_12S_Oct2019_110	0	0	1	
reverse_12S_Oct2019_111	0	0	1	
reverse_12S_Oct2019_112	0	0	1	
reverse_12S_Oct2019_113	0	0	1	
reverse_12S_Oct2019_114	0	0	1	
reverse_12S_Oct2019_115	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;;
reverse_12S_Oct2019_116	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
reverse_12S_Oct2019_117	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus
reverse_12S_Oct2019_118	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_119	0	0	1	
reverse_12S_Oct2019_120	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_Oct2019_121	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_Oct2019_122	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_Oct2019_123	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
reverse_12S_Oct2019_124	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;;
reverse_12S_Oct2019_125	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
reverse_12S_Oct2019_126	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
reverse_12S_Oct2019_127	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
reverse_12S_Oct2019_128	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_129	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_130	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Satyrichthys;Satyrichthys welchi
reverse_12S_Oct2019_131	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_132	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_133	0	0	1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus fulviflamma
reverse_12S_Oct2019_134	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_135	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis
reverse_12S_Oct2019_136	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
reverse_12S_Oct2019_137	0	0	1	
reverse_12S_Oct2019_138	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
reverse_12S_Oct2019_139	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
reverse_12S_Oct2019_140	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
reverse_12S_Oct2019_141	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
reverse_12S_Oct2019_142	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;;
reverse_12S_Oct2019_143	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
reverse_12S_Oct2019_144	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
