all_seq_number	fishcard_12S_all_LSC.B.1.S22.L001	fishcard_12S_all_PP.B.1.S4.L001	fishcard_12S_all_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_fishcard_12S_all_1651	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.6666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1652	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.0;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1653	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.0;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1654	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.6666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1655	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.0;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1656	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:92.6666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1657	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.4523809524;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1658	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:97.0;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1659	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.3333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;LC092080.1;FISHCARD_miu_329.1;LC049675.1
forward_fishcard_12S_all_1660	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.6666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;LC092080.1;LC049675.1;FISHCARD_miu_329.1
forward_fishcard_12S_all_1661	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.0666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1662	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.3333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1663	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:91.5666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1664	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:92.6666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1665	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:92.3333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1666	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.6666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1667	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.8333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1668	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.8333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1669	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.3333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1670	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:90.3333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;LC049675.1;LC092080.1;FISHCARD_miu_329.1
forward_fishcard_12S_all_1671	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.1666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1672	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.3333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1673	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:91.6666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1674	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.0;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1675	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.0;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1676	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.1666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1677	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.3333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;LC092080.1;FISHCARD_miu_329.1;LC049675.1
forward_fishcard_12S_all_1678	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.3333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1679	0	0	1	Unclassified		
forward_fishcard_12S_all_1680	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.0;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1681	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.8333333333;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1682	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.5;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1683	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.5;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1684	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.0666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1685	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:91.5;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1686	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.5;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1687	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Chromis;species:Chromis punctipinnis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616322.1;FISHCARD_miu_347.1;JQ707030.1;FISHCARD_miu_346.1;FISHCARD_miu_345.1;AY098623.1;FJ616311.1
forward_fishcard_12S_all_1688	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.0;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1
forward_fishcard_12S_all_1689	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.6666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1
forward_fishcard_12S_all_1690	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Trachurus;species:Trachurus symmetricus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.75;species:99.75;	LC091961.1;FISHCARD_miu_036.1;LC091962.1;FISHCARD_miu_577.1;AB969927.1;FISHCARD_miu_578.1;FISHCARD_miu_239.1;KT819204.1;FISHCARD_miu_549.1;AB969955.1;AB969990.1;KM978993.1;FISHCARD_miu_139.1;MH248172.1;FISHCARD_miu_153.1;FISHCARD_miu_551.1;FISHCARD_miu_238.1
forward_fishcard_12S_all_1691	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1692	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1693	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1694	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1695	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1696	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1697	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1698	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1699	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1700	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1701	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1702	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1703	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1704	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1705	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1706	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1707	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1708	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1709	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1710	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1711	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1712	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1713	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1714	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1715	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1716	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1717	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1718	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1719	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1720	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1721	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1722	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1723	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
